Date,7 DAYS MA,14 DAYS MA,21 DAYS MA,7 DAYS STD DEV,RSI 7,RSI 14,RSI 21,MFI 7,MFI 14,MFI 21,dayofweek,quarter,month,year,dayofyear,dayofmonth,weekofyear,Close
2012-10-17,0.43779964673227373,0.34038778355088095,0.3413587002272919,0.5261498659559717,0.7502369026261835,0.21630024459328737,0.11394150895405643,0.23565194709723244,0.7099519926265074,0.010976406083849255,0.0,0.5,0.5,-1.0,0.5940054495912807,0.06666666666666667,0.5925925925925926,0.48226950354609927
2012-10-18,0.46050971486247794,0.3581295146369283,0.3422005219294554,-0.03648558275957275,0.5601741426590925,0.12102952890212873,0.03923027297633789,0.16304801367628355,0.6090018081741091,0.05142221593489276,0.5,0.5,0.5,-1.0,0.5994550408719346,0.13333333333333333,0.5925925925925926,0.4645390070921986
2012-10-19,0.4655563966691902,0.3746039792168292,0.3422005219294554,-0.021718244369848278,0.5601741426590925,0.12102952890212873,0.03923027297633789,-0.33146882169638103,0.646230443592603,0.1586229617340073,1.0,0.5,0.5,-1.0,0.6049046321525886,0.2,0.5925925925925926,0.4645390070921986
2012-10-22,0.4630330557658342,0.3948802433151693,0.34809327384459954,-0.1061510296412909,0.8841454118994517,0.39160499436800117,0.26511526765133253,0.01496365621176937,0.6191319023444148,0.6105069008071751,-1.0,0.5,0.5,-1.0,0.6212534059945504,0.4,0.6296296296296297,0.5177304964539007
2012-10-23,0.47312641937925837,0.4151565074135091,0.36240424278137884,0.24115308941495975,0.6593160246360505,0.2825916720099647,0.18283209050892005,0.23652848714170085,0.608329296971691,0.8704340826036663,-0.5,0.5,0.5,-1.0,0.6267029972752044,0.4666666666666667,0.6296296296296297,0.5
2012-10-24,0.4832197829926825,0.4341655050057027,0.37671521171815814,0.28591478888518684,0.439335345456378,0.1737018168687163,0.10042040984196675,0.36240378353905517,0.46043949619727437,0.6723090564981151,0.0,0.5,0.5,-1.0,0.6321525885558583,0.5333333333333333,0.6296296296296297,0.48226950354609927
2012-10-25,0.4933131466061066,0.4519072360917501,0.3885007155484468,0.0690390022085263,0.6988567219688776,0.3630744886539721,0.2559515236068738,0.37496785249541387,0.37526884458710413,0.6895521687741998,0.5,0.5,0.5,-1.0,0.6376021798365122,0.6,0.6296296296296297,0.5177304964539007
2012-10-29,0.508453192026243,0.46711443416550513,0.4028116844852261,-0.26662716014678517,1.2624989726137863,0.9336792251851252,0.7752035346974117,0.5463398937412157,0.5074860213753967,0.7716786935755466,-1.0,0.5,0.5,-1.0,0.659400544959128,0.8666666666666667,0.6666666666666666,0.6595744680851063
2012-10-30,0.5336866010598035,0.4911924977822838,0.42301540533714954,1.0826953485520039,0.7561317541788048,0.6154997744529083,0.5253569800607514,0.6194325846099321,0.5450313949786322,0.7428441230772612,-0.5,0.5,0.5,-1.0,0.6648501362397821,0.9333333333333333,0.6666666666666666,0.6063829787234043
2012-10-31,0.5538733282866517,0.5038651628437462,0.4406936610825827,1.1867268306020635,0.8284045845595436,0.6805832198253996,0.5854722650804327,0.8137880830648372,0.43055464065912175,0.8760264583172083,0.0,0.5,0.5,-1.0,0.670299727520436,1.0,0.6666666666666666,0.624113475177305
2012-11-01,0.5765833964168562,0.514003294892916,0.4617392036366696,1.1579882907160644,1.2979962734433759,1.1889117253709527,1.0918719400769679,0.8813527166153129,0.740301939302287,0.9422748256548453,0.5,0.5,0.6666666666666666,-1.0,0.6757493188010899,-1.0,0.6666666666666666,0.8014184397163121
2012-11-02,0.6169568508705527,0.5393486250158409,0.488677498105901,2.4233271702238377,0.7907441813218373,0.8172364442870479,0.7819736236468502,0.8888583834161928,0.8491648837162838,0.9485641782215752,1.0,0.5,0.6666666666666666,-1.0,0.6811989100817438,-0.9333333333333333,0.6666666666666666,0.7304964539007093
2012-11-05,0.6497602826141814,0.5608921556203269,0.5122485057664785,2.423327170223841,0.4636853004461079,0.5661848073545922,0.5670581624641773,0.9659559152393064,0.9832557010653564,0.8844970652145656,-1.0,0.5,0.6666666666666666,-1.0,0.6975476839237057,-0.7333333333333333,0.7037037037037037,0.6773049645390071
2012-11-06,0.6775170325510979,0.5799011532125208,0.5332940483205655,1.7896848646243706,0.35719851491066784,0.4847933232803611,0.49708118946555635,0.6583726187531939,0.7320758203918534,0.6508561337077863,-0.5,0.5,0.6666666666666666,-1.0,0.7029972752043597,-0.6666666666666666,0.7037037037037037,0.6595744680851063
2012-11-07,0.6977037597779461,0.5976428842985682,0.5501304823638351,1.0592186448571752,0.050417447767793416,0.24812864286340797,0.29229539657817477,0.3075295972749302,0.5251658890393133,0.4804421497307109,0.0,0.5,0.6666666666666666,-1.0,0.7084468664850136,-0.6,0.7037037037037037,0.6063829787234043
2012-11-08,0.690133737067878,0.6065137498415919,0.563599629598451,1.224452665144696,0.050417447767793694,0.24812864286340797,0.2922953965781738,-0.006494221977136015,0.37825769609739873,0.32975186154899416,0.5,0.5,0.6666666666666666,-1.0,0.7138964577656676,-0.5333333333333333,0.7037037037037037,0.6063829787234043
2012-11-09,0.690133737067878,0.6166518818907618,0.5720178466200858,1.224452665144696,0.1637266837756231,0.3184999903120655,0.35242978148918325,-0.13672536463363408,0.3461743446881474,0.12798713832393355,1.0,0.5,0.6666666666666666,-1.0,0.7193460490463215,-0.4666666666666667,0.7037037037037037,0.624113475177305
2012-11-12,0.690133737067878,0.6280572804460779,0.5787524202373938,1.224452665144696,0.4733452243744921,0.5206132699978662,0.5274739505257763,-0.6896478458141186,0.3094644490972585,0.21620627876731652,-1.0,0.5,0.6666666666666666,-1.0,0.7356948228882834,-0.26666666666666666,0.7407407407407407,0.6773049645390071
2012-11-13,0.6724703507443857,0.639462679001394,0.589696102365519,0.42129707875747596,0.32741395307449833,0.4280125449035203,0.45171450726902385,-0.9518172312701054,0.2761563367297932,0.27246519456119084,-0.5,0.5,0.6666666666666666,-1.0,0.7411444141689373,-0.2,0.7407407407407407,0.6595744680851063
2012-11-14,0.6623769871309615,0.6508680775567104,0.6006397844936441,-2.1868096583832812e-13,0.43916357332957984,0.4981262611777969,0.5114705148044648,-0.9568957953355498,0.3034038520264117,0.34466686730418317,0.0,0.5,0.6666666666666666,-1.0,0.7465940054495913,-0.13333333333333333,0.7407407407407407,0.6773049645390071
2012-11-19,0.6623769871309615,0.6648080091243189,0.6132671100260962,-2.1868096583832812e-13,-0.455692898323317,-0.1550981911449329,-0.04530575544162596,-0.9011852470767853,0.2346355570341252,0.29024847556361977,-1.0,0.5,0.6666666666666666,-1.0,0.773841961852861,0.2,0.7777777777777778,0.5354609929078015
2012-11-20,0.6447136008074692,0.6660752756304651,0.6191598619412407,0.5758671753803025,-0.32560201569762526,-0.07659221837070639,0.019244836345271656,-0.8577186153892837,-0.07365504431973835,0.16908213851883144,-0.5,0.5,0.6666666666666666,-1.0,0.779291553133515,0.26666666666666666,0.7777777777777778,0.5531914893617021
2012-11-21,0.637143578097401,0.6584716765935876,0.6225271487498948,0.7878315608726034,-0.19036830357081505,0.0032673555899444115,0.08446294760985877,-0.5118960963135188,-0.22662151965716948,0.15834007655792456,0.0,0.5,0.6666666666666666,-1.0,0.784741144414169,0.3333333333333333,0.7777777777777778,0.5709219858156028
2012-11-22,0.6320968962906891,0.6559371435812952,0.6275780789628755,0.8716461786158639,0.07089164222491097,0.1605928584438763,0.21352798286605035,-0.01895133964256273,-0.15883943274516807,0.27705212866572265,0.5,0.5,0.6666666666666666,-1.0,0.7901907356948229,0.4,0.7777777777777778,0.6063829787234043
