Date;7 DAYS MA;14 DAYS MA;21 DAYS MA;7 DAYS STD DEV;RSI 7;RSI 14;RSI 21;MFI 7;MFI 14;MFI 21;dayofweek;quarter;month;year;dayofyear;dayofmonth;weekofyear;Predicted Close;Actual Close;Diff;Within RMSE Range;Actual Return;Predicted Return;TP;TN;FP;FN
4/26/2021;89.29;86.07;83.67;4.03;38.84;47.35;50.28;38.72;55.50;57.77;0;2;4;2021;116;26;17;88.31;82.00;-6.31;no;up;down;no;no;no;yes
4/27/2021;88.14;86.14;83.86;4.85;38.84;47.35;50.28;14.63;55.98;57.63;1;2;4;2021;117;27;17;87.14;82.00;-5.14;no;up;down;no;no;no;yes
4/28/2021;86.29;86.21;83.95;4.23;52.38;53.28;54.10;37.38;53.92;59.58;2;2;4;2021;118;28;17;86.77;86.00;-0.77;yes;up;down;no;no;no;yes
4/29/2021;85.86;86.29;84.24;4.06;49.20;51.71;53.03;44.44;54.65;61.30;3;2;4;2021;119;29;17;86.12;85.00;-1.12;yes;down;down;no;yes;no;no
4/30/2021;85.00;86.36;84.57;3.37;45.95;50.12;51.96;30.61;53.93;59.36;4;2;4;2021;120;30;17;86.00;84.00;-2.00;yes;down;down;no;yes;no;no
5/3/2021;84.00;86.64;84.90;2.08;42.66;48.52;50.87;35.26;53.14;57.41;0;2;5;2021;123;3;18;86.30;83.00;-3.30;yes;down;up;no;no;yes;no
5/4/2021;83.43;86.79;85.05;1.62;50.87;51.84;52.94;53.09;48.91;57.00;1;2;5;2021;124;4;18;81.59;85.00;3.41;yes;up;down;no;no;no;yes
5/5/2021;83.86;86.57;85.33;1.57;50.87;51.84;52.94;67.95;47.43;58.13;2;2;5;2021;125;5;18;85.93;85.00;-0.93;yes;up;up;yes;no;no;no
5/6/2021;84.29;86.21;85.52;1.38;50.87;51.84;52.94;65.16;32.43;57.78;3;2;5;2021;126;6;18;87.03;85.00;-2.03;yes;up;up;yes;no;no;no
5/7/2021;84.71;85.50;85.71;0.95;41.45;47.98;50.48;47.36;40.77;52.85;4;2;5;2021;127;7;18;86.39;83.00;-3.39;yes;down;down;no;yes;no;no
5/10/2021;84.29;85.07;85.62;0.95;41.45;47.98;50.48;39.04;42.53;52.13;0;2;5;2021;130;10;19;86.39;83.00;-3.39;yes;up;up;yes;no;no;no
5/11/2021;84.00;84.50;85.57;1.00;36.81;45.99;49.22;51.10;36.56;53.57;1;2;5;2021;131;11;19;85.23;82.00;-3.23;yes;down;down;no;yes;no;no
5/17/2021;83.71;83.86;85.67;1.25;22.27;37.60;43.52;45.09;38.68;52.02;0;2;5;2021;137;17;20;76.06;77.00;0.94;yes;down;down;no;yes;no;no
5/18/2021;82.86;83.14;85.48;2.85;28.83;39.96;44.86;31.69;44.28;46.25;1;2;5;2021;138;18;20;78.64;78.00;-0.64;yes;up;up;yes;no;no;no
5/19/2021;81.86;82.86;85.00;3.18;40.54;44.48;47.48;25.90;52.48;44.25;2;2;5;2021;139;19;20;80.94;80.00;-0.94;yes;up;up;yes;no;no;no
5/20/2021;81.14;82.71;84.52;2.91;57.03;52.23;52.24;42.77;55.07;34.74;3;2;5;2021;140;20;20;81.68;84.00;2.32;yes;up;up;yes;no;no;no
5/21/2021;81.00;82.86;84.00;2.71;52.76;50.34;51.03;49.16;48.29;42.99;4;2;5;2021;141;21;20;80.87;83.00;2.13;yes;down;down;no;yes;no;no
5/24/2021;81.00;82.64;83.71;2.71;56.56;52.20;52.19;53.39;46.12;45.32;0;2;5;2021;144;24;21;81.74;84.00;2.26;yes;up;up;yes;no;no;no
5/25/2021;81.14;82.57;83.38;2.85;51.71;50.17;50.92;48.43;49.54;40.01;1;2;5;2021;145;25;21;80.87;83.00;2.13;yes;down;down;no;yes;no;no
5/27/2021;81.29;82.50;83.00;2.93;71.59;61.46;58.39;79.50;66.26;53.28;3;2;5;2021;147;27;21;87.55;90.00;2.45;yes;up;up;yes;no;no;no
5/28/2021;83.14;83.00;83.14;3.76;66.99;59.39;57.09;90.86;69.87;64.22;4;2;5;2021;148;28;21;86.76;89.00;2.24;yes;down;down;no;yes;no;no
5/31/2021;84.71;83.29;83.48;3.55;54.70;53.56;53.34;65.78;53.81;58.62;0;2;5;2021;151;31;22;87.67;86.00;-1.67;yes;down;up;no;no;yes;no
6/2/2021;85.57;83.36;83.67;2.88;57.72;55.14;54.38;52.60;49.11;53.96;2;2;6;2021;153;2;22;88.90;87.00;-1.90;yes;up;up;yes;no;no;no
6/3/2021;86.00;83.50;83.90;2.83;63.40;58.20;56.44;59.15;55.95;53.96;3;2;6;2021;154;3;22;89.33;89.00;-0.33;yes;up;up;yes;no;no;no
6/4/2021;86.86;83.93;84.05;2.67;63.40;58.20;56.44;55.41;54.83;51.22;4;2;6;2021;155;4;22;89.33;89.00;-0.33;yes;up;up;yes;no;no;no
6/7/2021;87.57;84.36;84.24;2.44;53.59;53.93;53.77;55.65;53.41;53.00;0;2;6;2021;158;7;23;87.11;87.00;-0.11;yes;down;down;no;yes;no;no
6/8/2021;88.14;84.71;84.38;1.46;39.38;46.57;48.91;36.56;53.83;52.07;1;2;6;2021;159;8;23;88.01;83.00;-5.01;no;down;up;no;no;yes;no
6/9/2021;87.14;85.14;84.38;2.19;43.73;48.47;50.09;20.95;54.19;49.53;2;2;6;2021;160;9;23;86.38;84.00;-2.38;yes;up;down;no;no;no;yes
6/10/2021;86.43;85.57;84.33;2.30;43.73;48.47;50.09;34.94;52.79;47.44;3;2;6;2021;161;10;23;86.43;84.00;-2.43;yes;up;up;yes;no;no;no
6/11/2021;86.14;85.86;84.29;2.48;43.73;48.47;50.09;40.13;47.80;46.52;4;2;6;2021;162;11;23;86.43;84.00;-2.43;yes;up;up;yes;no;no;no
6/14/2021;85.71;85.86;84.24;2.56;73.71;64.28;60.65;63.66;61.27;58.86;0;2;6;2021;165;14;24;96.45;94.00;-2.45;yes;up;up;yes;no;no;no
6/15/2021;86.43;86.64;84.76;3.95;76.62;66.49;62.33;81.16;69.83;67.34;1;2;6;2021;166;15;24;100.01;96.00;-4.01;no;up;up;yes;no;no;no
6/16/2021;87.43;87.50;85.38;5.35;86.32;75.49;69.76;88.41;75.71;71.66;2;2;6;2021;167;16;24;105.59;107.00;1.41;yes;up;up;yes;no;no;no
6/17/2021;90.29;89.21;86.57;9.11;90.78;80.99;74.94;97.11;82.93;82.47;3;2;6;2021;168;17;24;121.99;118.00;-3.99;no;up;up;yes;no;no;no
6/18/2021;95.29;91.21;88.52;13.15;91.09;81.40;75.35;99.07;85.89;86.55;4;2;6;2021;169;18;24;131.65;119.00;-12.65;no;up;up;yes;no;no;no
6/21/2021;100.29;93.36;90.48;14.71;93.00;83.99;77.96;99.17;91.23;87.53;0;2;6;2021;172;21;25;137.94;126.00;-11.94;no;up;up;yes;no;no;no
6/22/2021;106.29;96.21;92.67;15.50;93.47;84.65;78.64;100.00;93.93;88.17;1;2;6;2021;173;22;25;144.90;128.00;-16.90;no;up;up;yes;no;no;no
6/23/2021;112.57;99.14;94.76;13.78;94.71;86.45;80.53;100.00;94.14;88.78;2;2;6;2021;174;23;25;143.94;134.00;-9.94;no;up;down;no;no;no;yes
6/24/2021;118.29;102.36;97.19;13.07;85.29;81.31;76.95;100.00;95.53;89.22;3;2;6;2021;175;24;25;145.31;131.00;-14.31;no;down;up;no;no;yes;no
6/25/2021;123.29;105.36;99.43;9.27;76.42;76.42;73.53;93.49;92.06;86.53;4;2;6;2021;176;25;25;133.80;128.00;-5.80;no;down;down;no;yes;no;no
6/28/2021;126.29;108.29;101.57;5.91;59.56;66.39;66.30;81.21;88.95;82.17;0;2;6;2021;179;28;26;125.27;121.00;-4.27;no;down;down;no;yes;no;no
6/29/2021;126.71;111.00;103.05;5.28;62.33;67.70;67.27;59.37;83.03;76.33;1;2;6;2021;180;29;26;127.37;123.00;-4.37;no;up;up;yes;no;no;no
6/30/2021;127.29;113.79;104.67;4.46;51.95;61.29;62.56;44.64;80.08;76.28;2;2;6;2021;181;30;26;127.09;118.00;-9.09;no;down;down;no;yes;no;no
7/1/2021;126.14;116.21;106.19;5.70;51.95;61.29;62.56;29.35;78.14;75.39;3;3;7;2021;182;1;26;123.59;118.00;-5.59;no;up;down;no;no;no;yes
7/2/2021;124.71;118.64;107.67;6.37;45.73;57.50;59.80;13.71;74.56;73.26;4;3;7;2021;183;2;26;120.90;115.00;-5.90;no;down;down;no;yes;no;no
7/5/2021;122.00;120.14;108.90;5.77;60.46;63.91;64.22;24.93;74.64;75.75;0;3;7;2021;186;5;27;120.97;123.00;2.03;yes;up;up;yes;no;no;no
7/6/2021;120.86;122.07;110.52;4.30;52.20;59.11;60.71;23.52;68.53;72.56;1;3;7;2021;187;6;27;118.35;119.00;0.65;yes;down;down;no;yes;no;no
7/7/2021;119.57;122.93;112.05;2.94;54.03;59.92;61.27;24.58;57.59;71.65;2;3;7;2021;188;7;27;118.55;120.00;1.45;yes;up;up;yes;no;no;no
7/8/2021;119.43;123.07;113.81;2.88;49.59;57.47;59.50;28.90;46.59;70.80;3;3;7;2021;189;8;27;116.08;118.00;1.92;yes;down;down;no;yes;no;no
7/9/2021;118.71;123.00;115.43;2.43;45.26;55.04;57.75;30.56;38.53;69.59;4;3;7;2021;190;9;27;115.60;116.00;0.40;yes;down;down;no;yes;no;no
7/12/2021;118.43;122.29;116.95;2.64;41.07;52.65;56.02;31.70;30.41;68.77;0;3;7;2021;193;12;28;114.78;114.00;-0.78;yes;down;down;no;yes;no;no
7/13/2021;117.86;121.29;118.38;3.13;29.81;45.24;50.47;30.32;21.78;64.92;1;3;7;2021;194;13;28;107.47;107.00;-0.47;yes;down;down;no;yes;no;no
7/14/2021;116.71;119.36;119.00;5.15;32.87;46.40;51.19;0.00;15.26;61.47;2;3;7;2021;195;14;28;109.35;108.00;-1.35;yes;up;up;yes;no;no;no
7/15/2021;114.57;117.71;119.57;5.22;55.54;56.36;57.70;24.32;23.81;61.18;3;3;7;2021;196;15;28;118.06;118.00;-0.06;yes;up;up;yes;no;no;no
7/16/2021;114.43;117.00;120.10;5.09;44.92;50.32;53.23;26.18;25.14;51.78;4;3;7;2021;197;16;28;114.75;112.00;-2.75;yes;down;down;no;yes;no;no
7/19/2021;113.29;116.36;119.81;4.50;46.90;51.26;53.85;28.19;28.63;42.93;0;3;7;2021;200;19;29;108.92;113.00;4.08;no;up;down;no;no;no;yes
7/21/2021;112.57;115.64;119.52;3.99;45.02;50.24;53.11;35.60;32.43;37.93;2;3;7;2021;202;21;29;108.94;112.00;3.06;yes;down;up;no;no;yes;no
7/22/2021;112.00;115.21;118.86;3.70;47.48;51.28;53.78;40.86;34.90;32.44;3;3;7;2021;203;22;29;109.36;113.00;3.64;yes;up;up;yes;no;no;no
7/23/2021;111.86;114.86;118.14;3.63;58.35;56.23;57.02;65.91;42.36;30.56;4;3;7;2021;204;23;29;113.89;118.00;4.11;no;up;up;yes;no;no;no
7/26/2021;113.43;115.07;117.38;3.55;63.62;58.93;58.83;81.89;34.18;29.75;0;3;7;2021;207;26;30;121.38;121.00;-0.38;yes;up;up;yes;no;no;no
7/27/2021;115.29;114.93;116.90;3.64;66.88;60.67;60.02;79.11;46.17;34.44;1;3;7;2021;208;27;30;122.17;123.00;0.83;yes;up;up;yes;no;no;no
7/28/2021;116.00;115.21;116.67;4.62;60.55;58.02;58.26;83.30;49.26;36.35;2;3;7;2021;209;28;30;120.65;121.00;0.35;yes;down;down;no;yes;no;no
7/29/2021;117.29;115.29;116.67;4.57;82.18;72.33;68.81;94.79;65.55;49.96;3;3;7;2021;210;29;30;132.81;143.00;10.19;no;up;up;yes;no;no;no
7/30/2021;121.57;117.07;117.62;10.33;85.20;75.22;71.24;96.33;75.57;59.10;4;3;7;2021;211;30;30;145.70;150.00;4.30;no;up;up;yes;no;no;no
8/2/2021;127.00;119.50;119.14;13.84;87.64;77.73;73.41;97.33;83.33;66.99;0;3;8;2021;214;2;31;157.51;157.00;-0.51;yes;up;up;yes;no;no;no
8/3/2021;133.29;122.57;121.00;16.21;89.13;79.34;74.84;97.58;90.31;71.72;1;3;8;2021;215;3;31;177.92;162.00;-15.92;no;up;up;yes;no;no;no
8/4/2021;139.57;126.50;123.24;17.76;72.73;70.56;68.65;86.50;85.42;64.35;2;3;8;2021;216;4;31;150.23;154.00;3.77;no;down;down;no;yes;no;no
8/5/2021;144.29;129.79;124.71;16.33;59.88;63.04;63.17;75.59;76.29;64.30;3;3;8;2021;217;5;31;140.65;146.00;5.35;no;down;down;no;yes;no;no
8/6/2021;147.57;131.79;126.00;13.38;67.44;67.27;66.34;79.16;79.91;68.60;4;3;8;2021;218;6;31;145.89;155.00;9.11;no;up;up;yes;no;no;no
8/9/2021;152.43;134.86;127.67;6.55;65.83;66.36;65.68;76.60;82.11;71.78;0;3;8;2021;221;9;32;155.01;154.00;-1.01;yes;down;up;no;no;yes;no
8/10/2021;154.00;137.79;129.38;5.07;53.85;59.45;60.61;63.14;76.70;69.50;1;3;8;2021;222;10;32;155.10;146.00;-9.10;no;down;up;no;no;yes;no
8/12/2021;153.43;140.21;130.81;5.77;57.26;61.09;61.77;56.62;78.08;72.57;3;3;8;2021;224;12;32;156.45;149.00;-7.45;no;up;up;yes;no;no;no
8/13/2021;152.29;142.79;132.48;5.74;44.50;53.36;55.99;40.23;73.53;72.41;4;3;8;2021;225;13;32;147.03;139.00;-8.03;no;down;down;no;yes;no;no
8/16/2021;149.00;144.29;134.00;5.83;36.84;48.11;51.91;39.72;67.30;69.53;0;3;8;2021;228;16;33;139.98;131.00;-8.98;no;down;down;no;yes;no;no
8/18/2021;145.71;145.00;135.10;8.44;30.05;42.99;47.80;36.95;59.68;62.15;2;3;8;2021;230;18;33;130.62;122.00;-8.62;no;down;down;no;yes;no;no
8/19/2021;142.29;144.93;135.29;12.30;31.68;43.71;48.28;22.47;55.75;58.91;3;3;8;2021;231;19;33;131.17;123.00;-8.17;no;up;up;yes;no;no;no
8/20/2021;137.71;145.07;135.81;12.72;35.21;45.19;49.25;29.37;54.66;62.23;4;3;8;2021;232;20;33;127.47;125.00;-2.47;yes;up;down;no;no;no;yes
8/23/2021;133.57;143.79;136.38;11.16;47.79;50.78;52.98;43.29;53.12;64.13;0;3;8;2021;235;23;34;131.70;133.00;1.30;yes;up;up;yes;no;no;no
8/24/2021;131.71;142.57;137.38;9.74;44.05;48.77;51.49;32.70;43.56;61.62;1;3;8;2021;236;24;34;127.61;130.00;2.39;yes;down;down;no;yes;no;no
8/25/2021;129.00;140.64;138.19;6.08;52.69;52.80;54.20;43.56;42.18;62.35;2;3;8;2021;237;25;34;130.20;136.00;5.80;no;up;up;yes;no;no;no
8/26/2021;128.57;138.79;139.05;5.32;43.54;48.06;50.73;41.15;40.57;57.40;3;3;8;2021;238;26;34;127.32;129.00;1.68;yes;down;down;no;yes;no;no
8/27/2021;128.29;137.00;139.43;5.22;40.06;46.14;49.31;46.15;42.02;55.13;4;3;8;2021;239;27;34;126.65;126.00;-0.65;yes;down;down;no;yes;no;no
8/30/2021;128.86;135.57;139.57;4.60;45.17;48.36;50.76;58.05;40.45;56.43;0;3;8;2021;242;30;35;128.89;129.00;0.11;yes;up;up;yes;no;no;no
8/31/2021;129.71;133.71;139.95;3.82;52.97;51.90;53.10;51.28;39.12;53.74;1;3;8;2021;243;31;35;131.48;134.00;2.52;yes;up;up;yes;no;no;no
9/1/2021;131.00;132.29;139.52;3.46;41.86;46.41;49.17;34.55;39.73;48.34;2;3;9;2021;244;1;35;129.01;126.00;-3.01;yes;down;down;no;yes;no;no
9/2/2021;130.00;130.86;138.38;3.79;39.44;45.12;48.24;37.49;34.55;42.00;3;3;9;2021;245;2;35;127.15;124.00;-3.15;yes;down;down;no;yes;no;no
9/3/2021;129.14;129.07;136.81;4.41;46.62;48.21;50.23;25.43;37.48;38.36;4;3;9;2021;246;3;35;128.86;128.00;-0.86;yes;up;up;yes;no;no;no
9/6/2021;128.00;128.29;135.19;3.21;39.75;44.82;47.81;34.97;39.56;39.61;0;3;9;2021;249;6;36;127.24;123.00;-4.24;no;down;down;no;yes;no;no
9/7/2021;127.14;127.71;133.71;3.67;41.75;45.64;48.33;39.74;44.52;41.66;1;3;9;2021;250;7;36;127.37;124.00;-3.37;yes;up;up;yes;no;no;no
9/8/2021;126.86;127.86;132.67;3.85;32.83;41.02;45.03;21.77;47.51;37.25;2;3;9;2021;251;8;36;121.77;117.00;-4.77;no;down;down;no;yes;no;no
9/9/2021;125.14;127.43;130.86;5.18;30.65;39.78;44.12;6.70;35.65;32.84;3;3;9;2021;252;9;36;119.55;115.00;-4.55;no;down;down;no;yes;no;no
9/10/2021;122.43;126.71;129.00;4.72;35.64;41.68;45.28;17.04;28.44;35.66;4;3;9;2021;253;10;36;115.45;117.00;1.55;yes;up;down;no;no;no;yes
9/13/2021;121.14;125.57;127.62;4.81;32.88;40.31;44.32;18.59;30.91;31.82;0;3;9;2021;256;13;37;112.01;115.00;2.99;yes;down;down;no;yes;no;no
9/14/2021;119.86;124.50;126.00;5.11;35.78;41.35;44.93;28.41;26.68;35.71;1;3;9;2021;257;14;37;110.91;116.00;5.09;no;up;down;no;no;no;yes
9/15/2021;118.14;123.07;124.90;3.76;38.87;42.42;45.56;32.38;33.76;38.24;2;3;9;2021;258;15;37;111.65;117.00;5.35;no;up;up;yes;no;no;no
9/16/2021;117.29;122.21;124.24;3.09;57.78;50.29;50.34;57.79;50.31;48.03;3;3;9;2021;259;16;37;120.11;125.00;4.89;no;up;up;yes;no;no;no
9/17/2021;117.43;122.14;124.38;3.46;62.82;52.89;52.00;78.06;56.03;57.02;4;3;9;2021;260;17;37;121.41;128.00;6.59;no;up;up;yes;no;no;no
9/20/2021;119.00;122.07;124.62;5.26;47.42;46.75;48.06;80.31;48.74;49.86;0;3;9;2021;263;20;38;118.22;121.00;2.78;yes;down;down;no;yes;no;no
9/21/2021;119.86;121.14;124.43;4.98;49.49;47.68;48.65;72.22;50.33;43.63;1;3;9;2021;264;21;38;118.38;122.00;3.62;yes;up;up;yes;no;no;no
9/22/2021;120.57;120.86;123.90;4.86;43.51;45.12;46.99;69.70;50.91;45.43;2;3;9;2021;265;22;38;116.62;119.00;2.38;yes;down;down;no;yes;no;no
9/23/2021;121.14;120.50;123.38;4.30;41.56;44.27;46.43;62.16;48.02;39.74;3;3;9;2021;266;23;38;115.23;118.00;2.77;yes;down;down;no;yes;no;no
9/24/2021;121.43;119.79;122.52;3.95;35.92;41.72;44.77;56.40;47.63;43.90;4;3;9;2021;267;24;38;111.80;115.00;3.20;yes;down;down;no;yes;no;no
9/27/2021;121.14;119.21;121.86;4.38;39.13;42.90;45.45;35.03;46.59;44.78;0;3;9;2021;270;27;39;113.56;116.00;2.44;yes;up;up;yes;no;no;no
9/28/2021;119.86;118.64;121.38;4.38;28.97;37.94;42.16;0.00;46.99;39.95;1;3;9;2021;271;28;39;108.94;110.00;1.06;yes;down;down;no;yes;no;no
9/29/2021;117.29;118.14;120.48;4.07;35.48;40.41;43.59;0.00;50.08;36.25;2;3;9;2021;272;29;39;109.87;112.00;2.13;yes;up;up;yes;no;no;no
9/30/2021;116.00;117.93;119.43;4.12;35.48;40.41;43.59;9.02;49.67;39.97;3;3;9;2021;273;30;39;109.87;112.00;2.13;yes;up;up;yes;no;no;no
10/1/2021;114.57;117.57;118.76;3.36;27.04;36.23;40.81;8.98;48.47;40.27;4;4;10;2021;274;1;39;107.45;107.00;-0.45;yes;down;down;no;yes;no;no
10/4/2021;112.86;117.00;117.95;3.76;24.34;34.68;39.74;7.88;40.41;36.79;0;4;10;2021;277;4;40;98.95;105.00;6.05;no;down;down;no;yes;no;no
10/5/2021;111.00;116.21;116.86;4.00;17.29;29.87;36.27;6.75;35.82;34.96;1;4;10;2021;278;5;40;96.67;98.00;1.33;yes;down;down;no;yes;no;no
10/6/2021;108.57;114.86;115.67;5.88;21.10;31.33;37.09;5.98;20.45;33.13;2;4;10;2021;279;6;40;94.10;99.00;4.90;no;up;down;no;no;no;yes
10/7/2021;106.14;113.00;114.48;5.81;25.12;32.85;37.94;18.90;10.40;37.80;3;4;10;2021;280;7;40;96.46;100.00;3.54;yes;up;up;yes;no;no;no
10/8/2021;104.71;111.00;113.67;5.94;29.33;34.40;38.80;43.49;27.67;47.46;4;4;10;2021;281;8;40;98.99;101.00;2.01;yes;up;up;yes;no;no;no
10/11/2021;103.14;109.57;113.00;5.08;21.05;29.92;35.68;34.55;26.26;43.23;0;4;10;2021;284;11;41;89.75;95.00;5.25;no;down;down;no;yes;no;no
10/12/2021;100.71;107.64;111.95;4.11;21.05;29.92;35.68;33.20;25.53;41.90;1;4;10;2021;285;12;41;90.05;95.00;4.95;no;up;up;yes;no;no;no
10/13/2021;99.00;105.93;111.00;3.51;21.05;29.92;35.68;40.30;28.68;40.36;2;4;10;2021;286;13;41;89.22;95.00;5.78;no;up;down;no;no;no;yes
10/14/2021;97.57;104.29;110.00;2.57;19.59;29.14;35.13;46.44;29.43;39.60;3;4;10;2021;287;14;41;88.82;94.00;5.18;no;down;down;no;yes;no;no
10/15/2021;97.00;102.79;108.90;2.89;25.62;31.09;36.16;59.96;33.65;34.10;4;4;10;2021;288;15;41;91.68;95.00;3.32;yes;up;up;yes;no;no;no
10/18/2021;96.43;101.29;107.48;2.82;20.29;28.55;34.44;48.43;34.20;24.53;0;4;10;2021;291;18;42;86.08;92.00;5.92;no;down;down;no;yes;no;no
10/19/2021;95.29;100.00;105.76;2.75;18.77;27.73;33.88;19.20;33.96;25.21;1;4;10;2021;292;19;42;86.05;91.00;4.95;no;down;down;no;yes;no;no
10/21/2021;93.86;98.50;104.33;1.68;12.32;23.41;30.72;20.82;29.78;24.82;3;4;10;2021;294;21;42;85.58;85.00;-0.58;yes;down;down;no;yes;no;no
10/22/2021;92.43;96.57;102.57;3.64;10.87;22.17;29.75;22.24;29.65;24.72;4;4;10;2021;295;22;42;82.48;83.00;0.52;yes;down;down;no;yes;no;no
10/25/2021;90.71;94.86;100.86;4.86;39.83;35.12;37.06;33.72;37.85;30.07;0;4;10;2021;298;25;43;88.79;90.00;1.21;yes;up;up;yes;no;no;no
10/26/2021;90.00;93.79;99.52;4.47;54.59;43.76;42.45;51.96;48.95;36.70;1;4;10;2021;299;26;43;91.74;96.00;4.26;no;up;up;yes;no;no;no
10/27/2021;90.29;93.64;98.62;4.82;61.87;48.67;45.71;58.39;59.14;42.47;2;4;10;2021;300;27;43;93.40;100.00;6.60;no;up;up;yes;no;no;no
10/28/2021;91.00;93.71;97.86;5.89;65.12;50.97;47.27;70.75;60.41;47.91;3;4;10;2021;301;28;43;94.83;102.00;7.17;no;up;up;yes;no;no;no
10/29/2021;92.43;93.86;97.48;7.23;73.16;57.18;51.66;81.21;57.93;52.62;4;4;10;2021;302;29;43;102.23;108.00;5.77;no;up;up;yes;no;no;no
11/1/2021;94.86;94.36;97.29;9.25;77.23;60.75;54.32;92.92;69.02;55.79;0;4;11;2021;305;1;44;111.60;112.00;0.40;yes;up;up;yes;no;no;no
11/2/2021;98.71;95.57;97.29;10.05;70.95;58.14;52.80;100.00;76.23;59.47;1;4;11;2021;306;2;44;109.86;110.00;0.14;yes;down;down;no;yes;no;no
11/3/2021;102.57;96.64;97.43;7.98;64.79;55.57;51.28;87.15;69.04;58.60;2;4;11;2021;307;3;44;107.06;108.00;0.94;yes;down;down;no;yes;no;no
11/4/2021;105.14;97.57;97.57;5.87;66.49;56.60;52.01;86.26;72.53;64.06;3;4;11;2021;308;4;44;109.93;109.00;-0.93;yes;up;up;yes;no;no;no
11/5/2021;107.00;98.64;98.10;4.36;59.77;53.90;50.44;79.60;69.72;66.78;4;4;11;2021;309;5;44;107.64;107.00;-0.64;yes;down;down;no;yes;no;no
11/8/2021;108.00;99.50;98.48;3.11;70.28;60.06;54.74;78.62;74.74;66.88;0;4;11;2021;312;8;45;113.29;113.00;-0.29;yes;up;up;yes;no;no;no
11/9/2021;109.57;101.00;99.10;2.23;75.30;63.55;57.34;78.06;79.70;65.24;1;4;11;2021;313;9;45;117.53;117.00;-0.53;yes;up;up;yes;no;no;no
11/10/2021;110.86;102.86;99.86;3.44;68.55;60.69;55.66;73.33;85.05;70.35;2;4;11;2021;314;10;45;110.83;115.00;4.17;no;down;down;no;yes;no;no
11/11/2021;111.29;105.00;100.81;3.77;62.06;57.89;54.00;59.99;85.30;71.56;3;4;11;2021;315;11;45;111.96;113.00;1.04;yes;down;up;no;no;yes;no
11/12/2021;111.71;107.14;101.67;3.77;64.04;58.91;54.71;67.18;80.36;68.57;4;4;11;2021;316;12;45;112.99;114.00;1.01;yes;up;up;yes;no;no;no
11/15/2021;112.57;108.86;102.57;3.46;44.86;49.80;49.15;51.91;74.31;67.53;0;4;11;2021;319;15;46;107.47;107.00;-0.47;yes;down;down;no;yes;no;no
11/16/2021;112.29;109.64;103.19;3.86;35.90;44.50;45.67;47.93;67.09;64.08;1;4;11;2021;320;16;46;103.46;102.00;-1.46;yes;down;down;no;yes;no;no
11/17/2021;111.57;109.79;103.52;5.22;41.37;46.93;47.24;38.21;63.84;66.48;2;4;11;2021;321;17;46;106.71;104.00;-2.71;yes;up;up;yes;no;no;no
11/18/2021;110.29;109.93;104.10;5.88;36.00;43.83;45.19;14.32;56.95;67.20;3;4;11;2021;322;18;46;102.83;101.00;-1.83;yes;down;down;no;yes;no;no
11/19/2021;108.00;109.43;104.57;5.94;39.07;45.13;46.01;8.62;49.99;70.92;4;4;11;2021;323;19;46;102.11;102.00;-0.11;yes;up;down;no;no;no;yes
11/22/2021;106.14;108.71;105.38;5.40;28.06;38.42;41.44;7.61;38.40;69.38;0;4;11;2021;326;22;47;97.81;95.00;-2.81;yes;down;down;no;yes;no;no
11/23/2021;103.57;107.64;105.95;5.86;26.80;37.56;40.83;7.47;40.65;64.79;1;4;11;2021;327;23;47;98.34;94.00;-4.34;no;down;up;no;no;yes;no
11/24/2021;100.71;106.64;106.14;4.68;26.80;37.56;40.83;9.03;34.51;61.78;2;4;11;2021;328;24;47;93.78;94.00;0.22;yes;up;down;no;no;no;yes
11/25/2021;98.86;105.57;106.05;4.34;31.01;39.14;41.78;19.10;38.04;58.88;3;4;11;2021;329;25;47;94.80;95.00;0.20;yes;up;up;yes;no;no;no
11/26/2021;97.86;104.71;105.81;4.30;22.11;33.65;37.97;14.70;27.72;52.65;4;4;11;2021;330;26;47;88.71;89.00;0.29;yes;down;down;no;yes;no;no
11/29/2021;95.71;103.00;105.19;4.46;26.23;35.28;38.94;14.89;14.60;46.87;0;4;11;2021;333;29;48;89.93;90.00;0.07;yes;up;up;yes;no;no;no
11/30/2021;94.14;101.07;104.33;4.22;23.35;33.50;37.70;31.60;21.44;44.23;1;4;11;2021;334;30;48;87.50;88.00;0.50;yes;down;down;no;yes;no;no
12/1/2021;92.14;99.14;103.19;3.02;20.69;31.78;36.48;36.64;21.84;37.90;2;4;12;2021;335;1;48;83.60;86.00;2.40;yes;down;down;no;yes;no;no
12/2/2021;90.86;97.21;102.05;3.48;33.85;37.01;39.56;48.60;25.92;42.76;3;4;12;2021;336;2;48;88.10;89.00;0.90;yes;up;up;yes;no;no;no
12/3/2021;90.14;95.43;101.14;3.24;33.85;37.01;39.56;50.13;29.71;39.06;4;4;12;2021;337;3;48;87.92;89.00;1.08;yes;up;down;no;no;no;yes
12/6/2021;89.43;94.14;100.19;2.76;27.61;33.99;37.55;42.19;31.97;39.29;0;4;12;2021;340;6;49;85.93;86.00;0.07;yes;down;down;no;yes;no;no
12/7/2021;88.14;93.00;99.19;1.57;27.61;33.99;37.55;52.10;31.13;34.04;1;4;12;2021;341;7;49;85.13;86.00;0.87;yes;up;down;no;no;no;yes
