Date,7 DAYS MA,14 DAYS MA,21 DAYS MA,7 DAYS STD DEV,RSI 7,RSI 14,RSI 21,MFI 7,MFI 14,MFI 21,dayofweek,quarter,month,year,dayofyear,dayofmonth,weekofyear,Close
2012-10-17,0.24601725812631947,0.2981887775752302,0.2808071839728403,-0.2743464628918339,1.8161436596858098,2.0493117127551046,2.1323884869624012,0.9133516141644099,1.0925258656877739,1.1128902070126163,0.0,0.5,0.5,-1.0,0.5721997300944669,0.06666666666666667,0.5769230769230769,0.9902039561790599
2012-10-18,0.34895845561269584,0.3429420484042282,0.3231759212990992,2.950644102917942,0.7635345806023421,1.0512826677015066,1.2095256642972267,0.9394645285150774,1.1403469104835517,1.2067993156778054,0.5,0.5,0.5,-1.0,0.5775978407557355,0.13333333333333333,0.5769230769230769,0.6514498871345344
2012-10-19,0.4077819688743968,0.35972451425330987,0.341868011015257,3.1115146960999613,0.9443166771135305,1.2272445435835664,1.3842658239419952,0.4995044416177727,0.5647888114870196,0.6069533849629682,1.0,0.5,0.5,-1.0,0.582995951417004,0.2,0.5769230769230769,0.7817399443955461
2012-10-22,0.4849878458698651,0.3895600281393086,0.3655446586253585,3.298543835457738,0.8721058392064364,1.1605006019358883,1.3217164146969844,0.34288302329002257,0.361676862008481,0.30737435501115057,-1.0,0.5,0.5,-1.0,0.5991902834008097,0.4,0.6153846153846154,0.7556818930262914
2012-10-23,0.551164315888707,0.41939554202530743,0.37800604858795755,3.2622730880014568,0.6465938408633749,0.959430115468049,1.1349787189220149,0.30381281247564124,0.3153766213847775,0.3186209690129446,-0.5,0.5,0.5,-1.0,0.6045883940620783,0.4666666666666667,0.6153846153846154,0.6775079385037891
2012-10-24,0.6063113789309229,0.4436369006282791,0.39420586412940306,2.9454982938210508,0.6465938408633749,0.959430115468049,1.134978718922016,0.2904289158251469,0.27114099534210506,0.31065219218028856,0.0,0.5,0.5,-1.0,0.6099865047233468,0.5333333333333333,0.6153846153846154,0.6775079385037891
2012-10-25,0.6651349203517093,0.4660135360427783,0.41040567967084823,2.3116141600511337,0.7659472896662378,1.047844301568903,1.215330384257893,0.33544881806709764,0.3434845326089308,0.3822580479523631,0.5,0.5,0.5,-1.0,0.6153846153846154,0.6,0.6153846153846154,0.7296238416570366
2012-10-29,0.7349878405900363,0.49211960355183204,0.43034390170210324,0.8837493149449819,0.9386988032634269,1.1771791229489772,1.333050319709594,0.1695235292110756,0.47021213534357337,0.5154530660227593,-1.0,0.5,0.5,-1.0,0.6369770580296896,0.8666666666666667,0.6538461538461539,0.807797796179539
2012-10-30,0.7092525200991281,0.5312787048154125,0.4515282655929736,0.17658786906266172,0.7212469013615652,1.0197992801550717,1.1960487397198583,-0.23414455296938025,0.3532212602186276,0.36185036025807776,-0.5,0.5,0.5,-1.0,0.6423751686909581,0.9333333333333333,0.6538461538461539,0.7556818930262914
2012-10-31,0.7239584054543245,0.5685730828905204,0.46772807158990065,0.056143031437588316,0.5072379862881335,0.8638753266394983,1.0605019065738814,0.0251172765046677,0.34563506831850616,0.3521637779639132,0.0,0.5,0.5,-1.0,0.6477732793522267,1.0,0.6538461538461539,0.7035659898730439
