Date,7 DAYS MA,14 DAYS MA,21 DAYS MA,7 DAYS STD DEV,RSI 7,RSI 14,RSI 21,MFI 7,MFI 14,MFI 21,dayofweek,quarter,month,year,dayofyear,dayofmonth,weekofyear,Close
2012-10-17,-1.2566346291780228,-1.2565279770444766,-1.2757162084214573,-0.810014438669907,0.5024927198523874,0.720937194578384,0.9544212358653325,0.7117886678676503,1.0584033142256153,1.0244012363784596,0.0,0.5,0.5,-1.0,0.5721997300944669,0.06666666666666667,0.5769230769230769,-1.2591093117408907
2012-10-18,-1.2531917945775353,-1.2519368723098998,-1.2730244183810806,-0.8319003956897076,-0.0015605477753494802,0.29686561260055916,0.5830732036234102,0.07101841989540238,0.6413815577078092,0.6472211852671802,0.5,0.5,0.5,-1.0,0.5775978407557355,0.13333333333333333,0.5769230769230769,-1.2753036437246963
2012-10-19,-1.2531917945775353,-1.2496413199426115,-1.2711017112093828,-0.8319003956897076,-0.0015605477753494802,0.29686561260055805,0.5830732036234102,0.33563932175804223,0.9751662758398029,0.9305424953338917,1.0,0.5,0.5,-1.0,0.582995951417004,0.2,0.5769230769230769,-1.2753036437246963
2012-10-22,-1.2531917945775353,-1.246771879483501,-1.269179004037685,-0.8319003956897076,-0.4777622743247429,-0.10895015832042375,0.224703648927388,-0.3070073360107095,0.6050979672805639,0.6543193852184838,-1.0,0.5,0.5,-1.0,0.5991902834008097,0.4,0.6153846153846154,-1.291497975708502
2012-10-23,-1.257782240711519,-1.246197991391679,-1.2680253797346663,-0.7623869966781964,0.035500936168817714,0.24968823236738397,0.5090314347067193,-0.3070073360107095,0.44548248033025994,0.8161943882776184,-0.5,0.5,0.5,-1.0,0.6045883940620783,0.4666666666666667,0.6153846153846154,-1.2753036437246963
2012-10-24,-1.257782240711519,-1.2444763271162125,-1.26494904825995,-0.7623869966781964,0.6091558190881449,0.7078486299782841,0.8895829428954781,0.9144115924729161,1.255446146781091,1.1920456619957187,0.0,0.5,0.5,-1.0,0.6099865047233468,0.5333333333333333,0.6153846153846154,-1.2510121457489878
2012-10-25,-1.2531917945775353,-1.24103299856528,-1.261488175350894,-0.7369702934851384,-0.09121962363295016,0.12983233123355462,0.3803262962036831,0.34165926615615916,0.8086883963437486,1.062460436714342,0.5,0.5,0.5,-1.0,0.6153846153846154,0.6,0.6153846153846154,-1.2753036437246963
2012-10-29,-1.257782240711519,-1.2393113342898137,-1.2580273024418382,-0.8627740434356129,-0.09121962363295016,0.12983233123355517,0.3803262962036831,0.05098576297043363,0.3787771376310121,0.716802899150433,-1.0,0.5,0.5,-1.0,0.6369770580296896,0.8666666666666667,0.6538461538461539,-1.2753036437246963
2012-10-30,-1.2600774637785108,-1.2387374461979916,-1.2557200538358009,-0.9047242325149321,-0.3198298102724582,-0.0574853570223845,0.2149860181589181,0.06002387513987454,0.08649588047746613,0.4481186708407621,-0.5,0.5,0.5,-1.0,0.6423751686909581,0.9333333333333333,0.6538461538461539,-1.2834008097165992
2012-10-31,-1.2612250753120064,-1.2393113342898137,-1.254566429532782,-0.8874346924686359,0.3487574779273309,0.4324790096981024,0.6133478861662532,0.1308691469661135,0.2883119275780154,0.7148572712748815,0.0,0.5,0.5,-1.0,0.6477732793522267,1.0,0.6538461538461539,-1.2591093117408907
2012-11-01,-1.2589298522450147,-1.2381635581061696,-1.2518746394924052,-0.8394256691151695,0.3487574779273309,0.43247900969810127,0.6133478861662519,0.5087277079223508,0.3454215220537864,0.7860173786888226,0.5,0.5,0.6666666666666666,-1.0,0.6531713900134952,-1.0,0.6538461538461539,-1.2591093117408907
2012-11-02,-1.2543394061110311,-1.2381635581061696,-1.2499519323207076,-0.9047242325149298,-0.5621981916838901,-0.29987061117596564,-0.029421242490793705,0.18404350515884127,0.05386810087947687,0.40059831087656367,1.0,0.5,0.6666666666666666,-1.0,0.6585695006747638,-0.9333333333333333,0.6538461538461539,-1.291497975708502
2012-11-05,-1.2566346291780228,-1.2393113342898137,-1.249567390886368,-0.8100144386699077,-1.0054596539737706,-0.7362777706813766,-0.4389666508139218,-0.6743860154033408,0.07999476734529033,0.39144035393041804,-1.0,0.5,0.6666666666666666,-1.0,0.6747638326585695,-0.7333333333333333,0.6923076923076923,-1.3157894736842106
2012-11-06,-1.2658155214459903,-1.2416068866571022,-1.250336473755047,-0.6397406282164199,-1.0054596539737706,-0.736277770681376,-0.4389666508139218,-0.48056446177987994,-0.09767110938763673,0.3017181828806664,-0.5,0.5,0.6666666666666666,-1.0,0.680161943319838,-0.6666666666666666,0.6923076923076923,-1.3157894736842106
2012-11-07,-1.2715535791134698,-1.246771879483501,-1.2511055566237261,-0.5072488260671634,-1.0054596539737706,-0.736277770681376,-0.43896665081392244,-0.35044882730020704,-0.18139530725893568,0.08169488239442131,0.0,0.5,0.6666666666666666,-1.0,0.6855600539811066,-0.6,0.6923076923076923,-1.3157894736842106
2012-11-08,-1.2772916367809493,-1.2507890961262556,-1.2526437223610845,-0.4435546245686135,-1.1731016577483486,-0.889218277613741,-0.5791582827503317,-0.40024718749310156,-0.21160501480725505,-0.1864541786338658,0.5,0.5,0.6666666666666666,-1.0,0.6909581646423751,-0.5333333333333333,0.6923076923076923,-1.3238866396761133
2012-11-09,-1.2830296944484287,-1.2542324246771883,-1.2549509709671218,-0.3653411214490454,-0.7902910605097714,-0.6657426974647653,-0.412040131487828,-0.5529731837241941,-0.22377422834719216,-0.07229664223359993,1.0,0.5,0.6666666666666666,-1.0,0.6963562753036437,-0.4666666666666667,0.6923076923076923,-1.3157894736842106
2012-11-12,-1.2910629751829001,-1.2571018651362986,-1.2568736781388195,-0.5387892791035003,-0.99602222995078,-0.8298506633715383,-0.5576801083488191,-1.0472217241313961,-0.05038359871489394,-0.18472851556152203,-1.0,0.5,0.6666666666666666,-1.0,0.7125506072874493,-0.26666666666666666,0.7307692307692307,-1.3238866396761133
2012-11-13,-1.3002438674508676,-1.2593974175035871,-1.2599500096135359,-0.936944946947173,-0.6026681283138038,-0.5986241634922895,-0.3859967258311623,-0.716963884715644,-0.05038359871489394,-0.18472851556152203,-0.5,0.5,0.6666666666666666,-1.0,0.717948717948718,-0.2,0.7307692307692307,-1.3157894736842106
2012-11-14,-1.3036867020513554,-1.2622668579626977,-1.2618727167852335,-1.1697078368134406,-0.241896606632861,-0.37414185653600907,-0.2175020810439235,0.14458504838634473,-0.6341229234015299,0.111062771788242,0.0,0.5,0.6666666666666666,-1.0,0.7233468286099866,-0.13333333333333333,0.7307692307692307,-1.3076923076923077
2012-11-19,-1.3025390905178593,-1.2662840746054522,-1.2630263410882523,-1.1148279354599666,-1.1018056036104684,-1.0325340926864144,-0.7941604620490319,-0.3019442412874174,-0.5957576763593597,-0.22393980493213317,-1.0,0.5,0.6666666666666666,-1.0,0.7503373819163293,0.2,0.7692307692307693,-1.3400809716599191
